Address A,Port A,Address B,Port B
10.12.0.2,2767,10.11.9.28,502
10.12.0.2,2768,10.11.9.28,502
10.12.0.2,2769,10.11.9.28,502
10.12.0.2,2770,10.11.9.28,502
10.12.0.2,2776,10.11.9.28,502
10.12.0.2,2777,10.11.9.28,502
10.12.0.2,2778,10.11.9.28,502
10.12.0.2,2779,10.11.9.28,502
10.12.0.2,2780,10.11.9.28,502
10.12.0.2,2781,10.11.9.28,502
10.12.0.2,2782,10.11.9.28,502
10.12.0.2,2783,10.11.9.28,502
10.12.0.2,2784,10.11.9.28,502
10.12.0.2,2785,10.11.9.28,502
10.12.0.2,2791,10.11.9.28,502
10.12.0.2,2792,10.11.9.28,502
10.12.0.2,2793,10.11.9.28,502
10.12.0.2,2794,10.11.9.28,502
10.12.0.2,2795,10.11.9.28,502
10.12.0.2,2796,10.11.9.28,502
10.12.0.2,2797,10.11.9.28,502
10.12.0.2,2798,10.11.9.28,502
10.12.0.2,2799,10.11.9.28,502
10.12.0.2,2800,10.11.9.28,502
10.12.0.2,2806,10.11.9.28,502
10.12.0.2,2807,10.11.9.28,502
10.12.0.2,2808,10.11.9.28,502
10.12.0.2,2809,10.11.9.28,502
10.12.0.2,2810,10.11.9.28,502
10.12.0.2,2811,10.11.9.28,502
10.12.0.2,2812,10.11.9.28,502
10.12.0.2,2813,10.11.9.28,502
10.12.0.2,2814,10.11.9.28,502
10.12.0.2,2815,10.11.9.28,502
10.12.0.2,2821,10.11.9.28,502
10.12.0.2,2822,10.11.9.28,502
10.12.0.2,2823,10.11.9.28,502
10.12.0.2,2824,10.11.9.28,502
10.12.0.2,2825,10.11.9.28,502
10.12.0.2,2826,10.11.9.28,502
10.12.0.2,2828,10.11.9.28,502
10.12.0.2,2829,10.11.9.28,502
10.12.0.2,2830,10.11.9.28,502
10.12.0.2,2831,10.11.9.28,502
10.12.0.2,2836,10.11.9.28,502
10.12.0.2,2838,10.11.9.28,502
10.12.0.2,2839,10.11.9.28,502
10.12.0.2,2840,10.11.9.28,502
10.12.0.2,2841,10.11.9.28,502
10.12.0.2,2842,10.11.9.28,502
10.12.0.2,2843,10.11.9.28,502
10.12.0.2,2844,10.11.9.28,502
10.12.0.2,2845,10.11.9.28,502
10.12.0.2,2846,10.11.9.28,502
10.12.0.2,2852,10.11.9.28,502
10.12.0.2,2853,10.11.9.28,502
10.12.0.2,2854,10.11.9.28,502
10.12.0.2,2855,10.11.9.28,502
10.12.0.2,2856,10.11.9.28,502
10.12.0.2,2857,10.11.9.28,502
10.12.0.2,2858,10.11.9.28,502
10.12.0.2,2859,10.11.9.28,502
10.12.0.2,2860,10.11.9.28,502
10.12.0.2,2861,10.11.9.28,502
10.12.0.2,2867,10.11.9.28,502
10.12.0.2,2868,10.11.9.28,502
10.12.0.2,2869,10.11.9.28,502
10.12.0.2,2870,10.11.9.28,502
10.12.0.2,2871,10.11.9.28,502
10.12.0.2,2872,10.11.9.28,502
10.12.0.2,2873,10.11.9.28,502
10.12.0.2,2874,10.11.9.28,502
10.12.0.2,2875,10.11.9.28,502
10.12.0.2,2876,10.11.9.28,502
10.12.0.2,2882,10.11.9.28,502
10.12.0.2,2883,10.11.9.28,502
10.12.0.2,2884,10.11.9.28,502
10.12.0.2,2885,10.11.9.28,502
10.12.0.2,2886,10.11.9.28,502
10.12.0.2,2887,10.11.9.28,502
10.12.0.2,2888,10.11.9.28,502
10.12.0.2,2889,10.11.9.28,502
10.12.0.2,2890,10.11.9.28,502
10.12.0.2,2891,10.11.9.28,502
10.12.0.2,2897,10.11.9.28,502
10.12.0.2,2898,10.11.9.28,502
10.12.0.2,2899,10.11.9.28,502
10.12.0.2,2900,10.11.9.28,502
10.12.0.2,2901,10.11.9.28,502
10.12.0.2,2902,10.11.9.28,502
10.12.0.2,2903,10.11.9.28,502
10.12.0.2,2904,10.11.9.28,502
10.12.0.2,2905,10.11.9.28,502
10.12.0.2,2906,10.11.9.28,502
10.12.0.7,2396,10.238.200.37,80
10.12.0.7,2397,10.238.200.37,80
10.12.0.7,2398,10.238.200.37,80
10.12.0.22,52082,23.0.40.234,80
10.12.0.22,52105,23.0.40.234,80
10.12.0.22,52113,23.0.40.234,80
10.12.0.41,4085,10.238.200.37,80
10.12.0.41,4085,10.238.200.37,80
10.12.0.42,4480,10.11.9.208,502
10.12.0.42,4481,10.11.9.208,502
10.12.0.42,4482,10.11.9.208,502
10.12.0.42,4483,10.11.9.208,502
10.12.0.42,4484,10.11.9.208,502
10.12.0.42,4485,10.11.9.208,502
10.12.0.42,4486,10.11.9.208,502
10.12.0.42,4487,10.11.9.208,502
10.12.0.42,4488,10.11.9.208,502
10.12.0.42,4489,10.11.9.208,502
10.12.0.42,4490,10.11.9.208,502
10.12.0.42,4491,10.11.9.208,502
10.12.0.42,4492,10.11.9.208,502
10.12.0.42,4493,10.11.9.208,502
10.12.0.42,4494,10.11.9.208,502
10.12.0.42,4495,10.11.9.208,502
10.12.0.42,4496,10.11.9.208,502
10.12.0.42,4497,10.11.9.208,502
10.12.0.42,4498,10.11.9.208,502
10.12.0.42,4499,10.11.9.208,502
10.12.0.42,4500,10.11.9.208,502
10.12.0.42,4501,10.11.9.208,502
10.12.0.42,4502,10.11.9.208,502
10.12.0.42,4503,10.11.9.208,502
10.12.0.42,4504,10.11.9.208,502
10.12.0.42,4505,10.11.9.208,502
10.12.0.42,4506,10.11.9.208,502
10.12.0.42,4507,10.11.9.208,502
10.12.0.42,4508,10.11.9.208,502
10.12.0.42,4509,10.11.9.208,502
10.12.0.42,4510,10.11.9.208,502
10.12.0.42,4511,10.11.9.208,502
10.12.0.42,4512,10.11.9.208,502
10.12.0.42,4513,10.11.9.208,502
10.12.0.42,4514,10.11.9.208,502
10.12.0.42,4515,10.11.9.208,502
10.12.0.42,4516,10.11.9.208,502
10.12.0.42,4517,10.11.9.208,502
10.12.0.42,4518,10.11.9.208,502
10.12.0.42,4519,10.11.9.208,502
10.12.0.42,4520,10.11.9.208,502
10.12.0.42,4521,10.11.9.208,502
10.12.0.42,4522,10.11.9.208,502
10.12.0.42,4523,10.11.9.208,502
10.12.0.42,4524,10.11.9.208,502
10.12.0.42,4525,10.11.9.208,502
10.12.0.42,4526,10.11.9.208,502
10.12.0.42,4527,10.11.9.208,502
10.12.0.42,4528,10.11.9.208,502
10.12.0.42,4529,10.11.9.208,502
10.12.0.42,4530,10.11.9.208,502
10.12.0.42,4531,10.11.9.208,502
10.12.0.42,4533,10.11.9.208,502
10.12.0.42,4534,10.11.9.208,502
10.12.0.42,4535,10.11.9.208,502
10.12.0.42,4536,10.11.9.208,502
10.12.0.42,4537,10.11.9.208,502
10.12.0.42,4538,10.11.9.208,502
10.12.0.42,4539,10.11.9.208,502
10.12.0.42,4540,10.11.9.208,502
10.12.0.42,4541,10.11.9.208,502
10.12.0.42,4542,10.11.9.208,502
10.12.0.42,4543,10.11.9.208,502
10.12.0.42,4544,10.11.9.208,502
10.12.0.42,4545,10.11.9.208,502
10.12.0.42,4546,10.11.9.208,502
10.12.0.42,4547,10.11.9.208,502
10.12.0.42,4548,10.11.9.208,502
10.12.0.42,4549,10.11.9.208,502
10.12.0.42,4550,10.11.9.208,502
10.12.0.42,4551,10.11.9.208,502
10.12.0.42,4552,10.11.9.208,502
10.12.0.42,4553,10.11.9.208,502
10.12.0.42,4554,10.11.9.208,502
10.12.0.42,4555,10.11.9.208,502
10.12.0.42,4556,10.11.9.208,502
10.12.0.42,4557,10.11.9.208,502
10.12.0.42,4558,10.11.9.208,502
10.12.0.62,65284,143.166.135.105,80
10.12.0.62,65292,23.0.40.234,80
10.12.0.62,65294,172.217.22.68,80
10.12.0.62,65298,143.166.135.105,80
10.12.0.62,65304,23.0.40.234,80
10.12.0.62,65308,143.166.135.105,80
10.12.0.62,65314,172.217.22.68,80
10.12.0.62,65318,143.166.135.105,80
10.12.0.62,65324,23.0.40.234,80
10.12.0.62,65328,172.217.22.68,80
10.12.0.62,65330,143.166.135.105,80
10.12.0.62,65339,23.0.40.234,80
10.12.0.62,65340,143.166.135.105,80
10.12.0.62,65346,172.217.22.68,80
10.12.0.62,65350,143.166.135.105,80
10.12.0.62,65356,23.0.40.234,80
10.12.0.62,65360,172.217.22.68,80
10.12.0.62,65361,143.166.135.105,80
10.12.0.62,65370,23.0.40.234,80
10.12.0.62,65371,143.166.135.105,80
10.12.0.62,65377,172.217.22.68,80
10.12.0.62,65381,143.166.135.105,80
10.12.0.62,65387,23.0.40.234,80
10.12.0.62,65391,172.217.22.68,80
10.12.0.62,65392,143.166.135.105,80
10.12.0.62,65401,23.0.40.234,80
10.12.0.62,65402,143.166.135.105,80
10.12.0.62,65411,172.217.22.68,80
10.12.0.62,65412,143.166.135.105,80
10.12.0.62,65421,23.0.40.234,80
10.12.0.62,65422,143.166.135.105,80
10.12.0.62,65423,172.217.22.68,80
10.12.0.62,65434,23.0.40.234,80
10.12.0.62,65435,143.166.135.105,80
10.12.0.62,65444,172.217.22.68,80
10.12.0.62,65448,143.166.135.105,80
10.12.0.62,65454,23.0.40.234,80
10.12.0.62,65458,143.166.135.105,80
10.12.0.62,65459,172.217.22.68,80
10.12.0.62,65468,23.0.40.234,80
10.12.0.62,65469,143.166.135.105,80
10.12.0.62,65475,172.217.22.68,80
10.12.0.62,65479,143.166.147.101,80
10.12.0.62,65485,23.0.40.234,80
10.12.0.62,65489,143.166.147.101,80
10.12.0.62,65490,172.217.22.68,80
10.12.0.62,65499,23.0.40.234,80
10.12.0.62,65500,143.166.147.101,80
10.12.0.62,65512,172.217.22.68,80
10.12.0.62,65513,143.166.147.101,80
10.12.0.62,65520,23.0.40.234,80
10.12.0.62,65524,143.166.147.101,80
10.12.0.62,65526,172.217.22.68,80
10.12.0.62,49155,143.166.147.101,80
10.12.0.62,49156,23.0.40.234,80
10.12.0.62,49169,172.217.22.68,80
10.12.0.62,49170,143.166.147.101,80
10.12.0.62,49194,23.0.40.234,80
10.12.0.62,49195,143.166.147.101,80
10.12.0.62,49196,172.217.22.68,80
10.12.0.62,49209,143.166.147.101,80
10.12.0.62,49210,23.0.40.234,80
10.12.0.62,49221,172.217.22.68,80
10.12.0.63,3064,95.101.113.32,80
10.12.0.63,3065,95.101.113.42,80
10.12.0.63,3066,95.101.113.24,80
10.12.0.63,3067,95.101.113.41,80
10.12.0.63,3068,95.101.113.34,80
10.12.0.63,3069,95.101.113.33,80
10.12.0.63,3070,95.101.113.26,80
10.12.0.63,3071,95.101.113.40,80
10.12.0.63,3072,95.101.113.27,80
10.12.0.63,3074,10.238.200.37,80
10.12.0.63,3074,10.238.200.37,80
10.12.0.65,3867,95.101.113.48,80
10.12.0.65,3868,95.101.113.49,80
10.12.0.65,3869,95.101.113.8,80
10.12.0.65,3870,95.101.113.10,80
10.12.0.65,3871,95.101.113.41,80
10.12.0.65,3872,95.101.113.9,80
10.12.0.65,3873,95.101.113.42,80
10.12.0.65,3874,95.101.113.40,80
10.12.0.65,3875,95.101.113.43,80
10.12.0.65,3877,10.238.200.37,80
10.12.0.65,3877,10.238.200.37,80
10.12.0.71,62286,172.217.22.68,80
10.12.0.71,62290,23.0.40.234,80
10.12.0.71,62291,172.217.22.68,80
10.12.0.71,62295,23.0.40.234,80
10.12.0.71,62299,172.217.22.68,80
10.12.0.71,62303,23.0.40.234,80
10.12.0.71,62304,172.217.22.68,80
10.12.0.71,62308,23.0.40.234,80
10.12.0.71,62312,172.217.22.68,80
10.12.0.71,62316,23.0.40.234,80
10.12.0.71,62317,172.217.22.68,80
10.12.0.71,62321,23.0.40.234,80
10.12.0.71,62325,172.217.22.68,80
10.12.0.71,62329,23.0.40.234,80
10.12.0.71,62330,172.217.22.68,80
10.12.0.71,62334,23.0.40.234,80
10.12.0.71,62340,172.217.22.68,80
10.12.0.71,62344,23.0.40.234,80
10.12.0.71,62345,172.217.22.68,80
10.12.0.71,62349,23.0.40.234,80
10.12.0.71,62353,172.217.22.68,80
10.12.0.71,62357,23.0.40.234,80
10.12.0.71,62361,172.217.22.68,80
10.12.0.71,62362,23.0.40.234,80
10.12.0.71,62366,172.217.22.68,80
10.12.0.71,62370,23.0.40.234,80
10.12.0.71,62374,172.217.22.68,80
10.12.0.71,62375,23.0.40.234,80
10.12.0.71,62379,172.217.22.68,80
10.12.0.71,62383,23.0.40.234,80
10.12.0.71,62384,40.77.226.249,443
10.12.0.71,62385,40.77.226.250,443
10.12.0.71,62389,172.217.22.68,80
10.12.0.71,62390,40.77.226.249,443
10.12.0.71,62391,23.0.40.234,80
10.12.0.71,62395,172.217.22.68,80
10.12.0.71,62399,23.0.40.234,80
10.12.0.71,62403,172.217.22.68,80
10.12.0.71,62407,23.0.40.234,80
10.12.0.71,62408,172.217.22.68,80
10.12.0.71,62412,23.0.40.234,80
10.12.0.71,62416,172.217.22.68,80
10.12.0.122,64131,191.238.240.12,443
10.12.0.141,51592,10.11.1.149,1433
10.12.0.141,50470,23.0.40.234,80
10.12.0.141,50527,23.0.40.234,80
10.12.0.141,50587,23.0.40.234,80
10.12.0.162,54611,23.32.124.29,443
10.12.0.163,4176,10.238.101.79,443
10.12.0.163,4186,10.238.101.79,80
10.12.0.163,4219,10.238.101.79,443
10.12.0.163,4223,10.238.101.79,443
10.12.0.163,4227,10.238.101.79,443
10.12.0.163,4228,10.238.101.79,443
10.12.0.163,4232,10.238.101.79,443
10.12.0.163,4236,10.238.101.79,443
10.12.0.184,1392,10.1.1.12,443
10.12.0.184,1393,10.114.1.100,443
10.12.0.184,1394,10.134.1.11,443
10.12.0.184,1395,10.112.1.11,443
10.12.0.184,1396,10.120.1.1,443
10.12.0.184,1397,10.115.1.6,443
10.12.0.184,1398,10.82.1.30,443
10.12.0.184,1399,10.11.1.12,443
10.12.0.184,1400,10.80.1.65,443
10.12.0.184,1401,10.121.1.5,443
10.12.0.184,1402,10.86.1.12,443
10.12.0.184,1403,10.119.1.3,443
10.12.0.184,1404,10.130.1.3,443
10.12.0.184,1405,10.136.1.1,443
10.12.0.184,1406,10.238.101.79,443
10.12.0.184,1407,10.95.1.18,443
10.12.0.184,1408,10.116.1.1,443
10.12.0.184,1409,10.113.10.1,443
10.12.0.184,1410,10.33.10.8,443
10.12.0.184,1411,10.1.1.12,443
10.12.0.184,1412,10.114.1.100,443
10.12.0.184,1413,10.134.1.11,443
10.12.0.184,1414,10.112.1.11,443
10.12.0.184,1415,10.95.32.32,443
10.12.0.184,1416,10.120.1.1,443
10.12.0.184,1417,10.115.1.6,443
10.12.0.184,1418,10.82.1.30,443
10.12.0.184,1419,10.11.1.12,443
10.12.0.184,1420,10.80.1.65,443
10.12.0.184,1421,10.121.1.5,443
10.12.0.184,1422,10.86.1.12,443
10.12.0.184,1423,10.119.1.3,443
10.12.0.184,1424,10.130.1.3,443
10.12.0.184,1425,10.136.1.1,443
10.12.0.184,1426,10.238.101.79,443
10.12.0.184,1427,10.95.32.32,443
10.12.0.184,1428,10.95.1.18,443
10.12.0.184,1429,10.116.1.1,443
10.12.0.184,1430,10.113.10.1,443
10.12.0.190,4381,10.95.32.32,443
10.12.0.190,4382,10.80.1.65,443
10.12.0.201,58137,172.217.22.68,80
10.12.0.201,58141,23.0.40.234,80
10.12.0.201,58145,172.217.22.68,80
10.12.0.201,58151,23.0.40.234,80
10.12.0.201,58152,172.217.22.68,80
10.12.0.201,58158,23.0.40.234,80
10.12.0.201,58162,172.217.22.68,80
10.12.0.201,58166,23.0.40.234,80
10.12.0.201,58167,172.217.22.68,80
10.12.0.201,58171,23.0.40.234,80
10.12.0.201,58175,172.217.22.68,80
10.12.0.201,58179,23.0.40.234,80
10.12.0.201,58180,172.217.22.68,80
10.12.0.201,58184,23.0.40.234,80
10.12.0.201,58188,172.217.22.68,80
10.12.0.201,58192,23.0.40.234,80
10.12.0.201,58195,172.217.22.68,80
10.12.0.201,58199,23.0.40.234,80
10.12.0.201,58203,172.217.22.68,80
10.12.0.201,58207,23.0.40.234,80
10.12.0.201,58208,172.217.22.68,80
10.12.0.201,58212,23.0.40.234,80
10.12.0.201,58216,172.217.22.68,80
10.12.0.201,58217,23.32.124.29,443
10.12.0.201,58221,23.0.40.234,80
10.12.0.201,58225,172.217.22.68,80
10.12.0.201,58226,23.0.40.234,80
10.12.0.201,58230,172.217.22.68,80
10.12.0.201,58234,23.0.40.234,80
10.12.0.201,58238,172.217.22.68,80
10.12.0.201,58241,23.0.40.234,80
10.12.0.201,58245,172.217.22.68,80
10.12.0.201,58249,23.0.40.234,80
10.12.0.201,58253,172.217.22.68,80
10.12.0.201,58254,23.0.40.234,80
10.12.0.201,58258,172.217.22.68,80
10.12.0.201,58262,23.0.40.234,80
10.12.0.201,58266,172.217.22.68,80
10.12.0.201,58270,23.0.40.234,80
10.12.0.201,58271,172.217.22.68,80
10.12.0.202,53601,172.217.22.68,80
10.12.0.202,53605,23.0.40.234,80
10.12.0.202,53609,172.217.22.68,80
10.12.0.202,53613,23.0.40.234,80
10.12.0.202,53614,172.217.22.68,80
10.12.0.202,53618,23.0.40.234,80
10.12.0.202,53622,172.217.22.68,80
10.12.0.202,53626,23.0.40.234,80
10.12.0.202,53627,172.217.22.68,80
10.12.0.202,53631,23.0.40.234,80
10.12.0.202,53635,172.217.22.68,80
10.12.0.202,53639,23.0.40.234,80
10.12.0.202,53640,172.217.22.68,80
10.12.0.202,53644,23.0.40.234,80
10.12.0.202,53650,172.217.22.68,80
10.12.0.202,53654,23.0.40.234,80
10.12.0.202,53655,172.217.22.68,80
10.12.0.202,53659,23.0.40.234,80
10.12.0.202,53663,172.217.22.68,80
10.12.0.202,53667,23.0.40.234,80
10.12.0.202,53668,172.217.22.68,80
10.12.0.202,53672,23.32.124.29,443
10.12.0.202,53673,23.0.40.234,80
10.12.0.202,53677,172.217.22.68,80
10.12.0.202,53681,23.0.40.234,80
10.12.0.202,53682,172.217.22.68,80
10.12.0.202,53686,23.0.40.234,80
10.12.0.202,53690,172.217.22.68,80
10.12.0.202,53694,23.0.40.234,80
10.12.0.202,53695,172.217.22.68,80
10.12.0.202,53699,23.0.40.234,80
10.12.0.202,53703,172.217.22.68,80
10.12.0.202,53707,23.0.40.234,80
10.12.0.202,53711,172.217.22.68,80
10.12.0.202,53712,23.0.40.234,80
10.12.0.202,53716,172.217.22.68,80
10.12.0.202,53720,23.0.40.234,80
10.12.0.202,53724,172.217.22.68,80
10.12.0.202,53725,23.0.40.234,80
10.12.0.202,53729,172.217.22.68,80
10.12.0.251,3971,10.114.1.100,443
10.12.0.251,3972,10.82.1.30,443
10.12.0.251,3973,10.119.1.3,443
10.12.0.251,3974,10.134.1.11,443
10.12.0.251,3975,10.113.10.1,443
10.12.0.251,3976,10.115.1.6,443
10.12.0.251,3977,10.116.1.1,443
10.12.0.251,3978,10.12.128.164,139
10.12.0.251,3979,10.80.1.65,443
10.12.0.251,3980,10.86.1.12,443
10.12.0.251,3981,10.112.1.11,443
10.12.0.251,3982,10.95.32.32,443
10.12.0.251,3983,10.80.1.65,443
10.12.0.251,3984,10.82.1.30,443
10.12.0.251,3985,10.130.1.3,443
10.12.0.251,3986,10.119.1.3,443
10.12.0.251,3987,10.116.1.1,443
10.12.0.251,3988,10.1.1.12,443
10.12.0.251,3989,10.120.1.1,443
10.12.0.251,3990,10.114.1.100,443
10.12.0.251,3991,10.238.101.79,443
10.12.0.251,3992,10.86.1.12,443
10.12.0.251,3993,10.134.1.11,443
10.12.0.251,3994,10.112.1.11,443
10.12.0.251,3995,10.95.1.18,443
10.12.0.251,3996,10.11.1.12,443
10.12.0.251,3997,10.121.1.5,443
10.12.0.251,3998,10.115.1.6,443
10.12.0.251,3999,10.136.1.1,443
10.12.0.251,4000,10.113.10.1,443
10.12.0.251,4001,10.33.10.8,443
10.12.0.252,1426,10.12.0.18,443
10.12.0.252,1543,10.12.0.18,443
10.12.0.252,1427,10.12.0.178,443
10.12.0.252,1444,10.12.0.240,443
10.12.0.252,1544,10.12.0.40,80
10.12.0.252,1545,10.12.0.36,80
10.12.0.252,1546,10.12.0.38,80
10.12.0.252,1547,10.12.0.39,80
10.12.0.252,1549,10.12.0.59,80
10.12.0.252,1548,10.12.0.60,80
10.12.0.252,1449,10.12.0.254,80
10.12.0.252,1448,10.12.0.139,80
10.12.0.252,1553,10.12.0.80,80
10.12.0.252,1554,10.12.0.79,80
10.12.0.252,1555,10.12.0.135,443
10.12.0.252,1451,10.12.0.17,443
10.12.0.252,1558,10.12.0.177,443
10.12.0.252,1439,10.12.0.200,443
10.12.0.252,1452,10.12.1.125,443
10.12.0.252,1561,10.12.0.199,443
10.12.0.252,1562,10.12.0.180,443
10.12.0.252,1564,10.12.0.254,80
10.12.0.252,1453,10.12.0.134,443
10.12.0.252,1569,10.12.0.254,80
10.12.0.252,1613,10.12.0.254,80
10.12.0.252,1728,10.12.0.254,80
10.12.0.252,1733,10.12.0.254,80
10.12.0.253,61548,92.123.194.164,80
10.12.0.253,61551,23.37.43.27,80
10.12.0.253,61552,92.123.194.116,80
10.12.0.253,61553,23.37.37.163,80
10.12.0.253,61622,92.123.194.164,80
10.12.0.253,61627,23.37.43.27,80
10.12.0.253,61628,92.123.194.116,80
10.12.0.253,61629,23.37.37.163,80
10.12.1.124,3072,10.1.1.2,502
10.12.1.124,4353,10.1.1.3,502
10.12.1.124,4353,10.1.1.3,502
10.12.1.124,4608,10.1.1.2,502
10.12.1.124,4608,10.1.1.2,502
10.12.1.124,3073,10.1.1.3,502
10.12.1.124,3073,10.1.1.3,502
10.12.1.124,4224,10.1.1.2,502
10.12.1.124,4224,10.1.1.2,502
10.12.1.124,3585,10.1.1.3,502
10.12.1.124,3585,10.1.1.3,502
10.12.1.124,3840,10.1.1.2,502
10.12.1.124,3840,10.1.1.2,502
10.12.1.124,3329,10.1.1.3,502
10.12.1.124,3329,10.1.1.3,502
10.12.1.124,4352,10.1.1.2,502
10.12.1.124,4352,10.1.1.2,502
10.12.1.124,3969,10.1.1.3,502
10.12.1.124,3969,10.1.1.3,502
10.12.1.124,3072,10.1.1.2,502
10.12.1.124,4481,10.1.1.3,502
10.12.1.124,4481,10.1.1.3,502
10.12.1.124,3584,10.1.1.2,502
10.12.1.124,3584,10.1.1.2,502
10.12.1.124,4097,10.1.1.3,502
10.12.1.124,4097,10.1.1.3,502
10.12.1.124,3200,10.1.1.2,502
10.12.1.124,3200,10.1.1.2,502
10.12.1.124,3713,10.1.1.3,502
10.12.1.124,3713,10.1.1.3,502
10.12.1.124,4736,10.1.1.2,502
10.12.1.124,4736,10.1.1.2,502
10.12.1.124,3329,10.1.1.3,502
10.12.1.124,4352,10.1.1.2,502
10.12.1.124,4865,10.1.1.3,502
10.12.1.124,4865,10.1.1.3,502
10.12.1.124,3968,10.1.1.2,502
10.12.1.124,3968,10.1.1.2,502
10.12.1.124,4481,10.1.1.3,502
10.12.1.124,3584,10.1.1.2,502
10.12.1.124,4097,10.1.1.3,502
10.12.1.124,3200,10.1.1.2,502
10.12.1.124,3841,10.1.1.3,502
10.12.1.124,3841,10.1.1.3,502
10.12.1.124,4864,10.1.1.2,502
10.12.1.124,4864,10.1.1.2,502
10.12.1.124,3457,10.1.1.3,502
10.12.1.124,3457,10.1.1.3,502
10.12.1.124,4352,10.1.1.2,502
10.12.1.124,3073,10.1.1.3,502
10.12.1.124,4096,10.1.1.2,502
10.12.1.124,4096,10.1.1.2,502
10.12.1.124,4609,10.1.1.3,502
10.12.1.124,4609,10.1.1.3,502
10.12.1.124,4608,10.1.1.2,502
10.12.1.124,4225,10.1.1.3,502
10.12.1.124,4225,10.1.1.3,502
10.12.1.124,4224,10.1.1.2,502
10.12.1.124,3841,10.1.1.3,502
10.12.1.124,3840,10.1.1.2,502
10.12.1.124,3457,10.1.1.3,502
10.12.1.124,3456,10.1.1.2,502
10.12.1.124,3456,10.1.1.2,502
10.12.1.124,3073,10.1.1.3,502
10.12.1.124,3072,10.1.1.2,502
10.12.1.124,4609,10.1.1.3,502
10.12.1.124,4608,10.1.1.2,502
10.12.1.124,4353,10.1.1.3,502
10.12.1.124,4224,10.1.1.2,502
10.12.1.124,3969,10.1.1.3,502
10.12.1.124,3840,10.1.1.2,502
10.12.1.124,3585,10.1.1.3,502
10.12.1.124,3456,10.1.1.2,502
10.12.1.124,3201,10.1.1.3,502
10.12.1.124,3201,10.1.1.3,502
10.12.1.124,3072,10.1.1.2,502
10.12.1.124,4737,10.1.1.3,502
10.12.1.124,4737,10.1.1.3,502
10.12.1.124,4736,10.1.1.2,502
10.12.1.124,4353,10.1.1.3,502
10.12.1.124,4352,10.1.1.2,502
10.12.1.124,3969,10.1.1.3,502
10.12.1.124,3968,10.1.1.2,502
10.12.1.124,3585,10.1.1.3,502
10.12.1.124,4480,10.1.1.2,502
10.12.1.124,4480,10.1.1.2,502
10.12.1.124,4097,10.1.1.3,502
10.12.1.124,4096,10.1.1.2,502
10.12.1.124,3713,10.1.1.3,502
10.12.1.124,4736,10.1.1.2,502
10.12.1.124,3329,10.1.1.3,502
10.12.1.124,3328,10.1.1.2,502
10.12.1.124,3328,10.1.1.2,502
10.12.1.124,3073,10.1.1.3,502
10.12.1.124,4864,10.1.1.2,502
10.12.1.124,4609,10.1.1.3,502
10.12.1.124,3584,10.1.1.2,502
10.12.1.124,4225,10.1.1.3,502
10.12.1.124,4096,10.1.1.2,502
10.12.1.124,3841,10.1.1.3,502
10.12.1.124,3840,10.1.1.2,502
10.12.1.124,3457,10.1.1.3,502
10.12.1.124,3456,10.1.1.2,502
10.12.1.124,3073,10.1.1.3,502
10.12.1.124,3072,10.1.1.2,502
10.12.1.124,4609,10.1.1.3,502
10.12.1.124,4608,10.1.1.2,502
10.12.1.124,4225,10.1.1.3,502
10.12.1.124,4224,10.1.1.2,502
10.12.1.124,3841,10.1.1.3,502
10.12.1.124,3840,10.1.1.2,502
10.12.1.124,3585,10.1.1.3,502
10.12.1.124,3456,10.1.1.2,502
10.12.1.124,3201,10.1.1.3,502
10.12.1.124,3072,10.1.1.2,502
10.12.1.124,4737,10.1.1.3,502
10.12.1.124,4608,10.1.1.2,502
10.12.1.124,4353,10.1.1.3,502
10.12.1.124,4224,10.1.1.2,502
10.12.1.124,3969,10.1.1.3,502
10.12.1.124,4736,10.1.1.2,502
10.12.1.124,4481,10.1.1.3,502
10.12.1.124,3584,10.1.1.2,502
10.12.1.124,3201,10.1.1.3,502
10.12.1.124,3968,10.1.1.2,502
10.12.1.124,3713,10.1.1.3,502
10.12.1.124,3712,10.1.1.2,502
10.12.1.124,3712,10.1.1.2,502
10.12.1.124,3329,10.1.1.3,502
10.12.1.124,3328,10.1.1.2,502
10.12.1.124,4865,10.1.1.3,502
10.12.1.124,4864,10.1.1.2,502
10.12.1.124,4481,10.1.1.3,502
10.12.1.124,4480,10.1.1.2,502
10.12.1.124,4097,10.1.1.3,502
10.12.1.124,4096,10.1.1.2,502
10.12.1.124,3841,10.1.1.3,502
10.12.1.124,3712,10.1.1.2,502
10.12.1.124,3457,10.1.1.3,502
10.12.1.124,3328,10.1.1.2,502
10.12.1.124,3073,10.1.1.3,502
10.12.1.124,3840,10.1.1.2,502
10.12.1.124,4609,10.1.1.3,502
10.12.1.124,4480,10.1.1.2,502
10.12.1.124,4225,10.1.1.3,502
10.12.1.124,3072,10.1.1.2,502
10.12.1.124,3841,10.1.1.3,502
10.12.1.124,4608,10.1.1.2,502
10.12.1.124,4353,10.1.1.3,502
10.12.1.124,3456,10.1.1.2,502
10.12.1.124,3073,10.1.1.3,502
10.12.1.124,3968,10.1.1.2,502
10.12.1.124,3585,10.1.1.3,502
10.12.1.124,3584,10.1.1.2,502
10.12.1.124,3201,10.1.1.3,502
10.12.1.124,3200,10.1.1.2,502
10.12.1.124,3969,10.1.1.3,502
