Address A,Port A,Address B,Port B,Packets,Bytes,Packets A -> B,Bytes A -> B,Packets B -> A,Bytes B -> A,Rel Start,Duration,Bits/s A -> B,Bits/s B -> A
10.12.0.1,2698,10.11.9.28,502,2,124,2,124,0,0,231.898506,2.972514,333.7242482,0
10.12.0.1,2700,10.11.9.28,502,1,62,1,62,0,0,232.458259,0,0,0
10.12.0.1,2702,10.11.9.28,502,1,62,1,62,0,0,234.911274,0,0,0
10.12.0.1,2704,95.101.113.42,80,3,186,3,186,0,0,241.611368,9.05354,164.3556001,0
10.12.0.1,2707,10.11.9.28,502,2,124,2,124,0,0,258.40571,2.922672,339.415439,0
10.12.0.1,2709,10.11.9.28,502,2,124,2,124,0,0,260.873855,2.96945,334.0685986,0
10.12.0.1,2710,10.11.9.28,502,1,62,1,62,0,0,261.415021,0,0,0
10.12.0.1,2711,10.11.9.28,502,2,124,2,124,0,0,261.845743,3.003647,330.2651743,0
10.12.0.1,2713,10.11.9.28,502,2,124,2,124,0,0,262.46928,2.983711,332.4718781,0
10.12.0.1,2715,95.101.113.24,80,3,186,3,186,0,0,262.636692,9.053447,164.3572884,0
10.12.0.1,2716,10.11.9.28,502,1,62,1,62,0,0,263.88383,0,0,0
10.12.0.1,2717,10.11.9.28,502,1,62,1,62,0,0,264.852836,0,0,0
10.12.0.1,2718,10.11.9.28,502,1,62,1,62,0,0,264.919384,0,0,0
10.12.0.1,2720,10.11.9.28,502,1,62,1,62,0,0,265.478262,0,0,0
10.12.0.1,2722,10.11.9.28,502,1,62,1,62,0,0,267.931313,0,0,0
10.12.0.1,2726,95.101.113.41,80,3,186,3,186,0,0,283.661584,8.952981,166.201626,0
10.12.0.1,2729,10.11.9.28,502,2,124,2,124,0,0,291.421857,3.003588,330.2716618,0
10.12.0.1,2730,10.11.9.28,502,2,124,2,124,0,0,293.897512,2.942325,337.1483436,0
10.12.0.1,2731,10.11.9.28,502,1,62,1,62,0,0,294.434576,0,0,0
10.12.0.1,2732,10.11.9.28,502,1,62,1,62,0,0,294.864529,0,0,0
10.12.0.1,2734,10.11.9.28,502,2,124,2,124,0,0,295.491085,2.958302,335.3274953,0
10.12.0.1,2736,10.11.9.28,502,1,62,1,62,0,0,296.903753,0,0,0
10.12.0.1,2737,10.11.9.28,502,1,62,1,62,0,0,297.872749,0,0,0
10.12.0.1,2738,10.11.9.28,502,2,124,2,124,0,0,297.938266,2.925475,339.0902332,0
10.12.0.1,2740,10.11.9.28,502,1,62,1,62,0,0,298.497873,0,0,0
10.12.0.1,2743,10.11.9.28,502,1,62,1,62,0,0,300.951148,0,0,0
10.12.0.1,2744,95.101.113.34,80,3,186,3,186,0,0,304.686753,8.953121,166.1990271,0
10.12.0.1,2748,10.11.9.28,502,2,124,2,124,0,0,324.448306,2.973584,333.6041625,0
10.12.0.1,2749,95.101.113.33,80,3,186,3,186,0,0,325.611375,9.154053,162.5509487,0
10.12.0.1,2750,10.11.9.28,502,1,62,1,62,0,0,326.911498,0,0,0
10.12.0.1,2751,10.11.9.28,502,1,62,1,62,0,0,327.454366,0,0,0
10.12.0.1,2752,10.11.9.28,502,2,124,2,124,0,0,327.884394,2.957795,335.3849743,0
10.12.0.1,2754,10.11.9.28,502,1,62,1,62,0,0,328.50522,0,0,0
10.12.0.1,2757,10.11.9.28,502,1,62,1,62,0,0,329.923585,0,0,0
10.12.0.1,2758,10.11.9.28,502,1,62,1,62,0,0,330.892491,0,0,0
10.12.0.1,2759,10.11.9.28,502,2,124,2,124,0,0,330.956983,3.003779,330.2506609,0
10.12.0.1,2761,10.11.9.28,502,1,62,1,62,0,0,331.517834,0,0,0
10.12.0.1,2763,10.11.9.28,502,1,62,1,62,0,0,333.970997,0,0,0
10.12.0.1,2765,95.101.113.26,80,3,186,3,186,0,0,346.737336,9.053323,164.3595396,0
10.12.0.1,2768,10.11.9.28,502,2,124,2,124,0,0,357.464253,2.853425,347.6523827,0
10.12.0.1,2769,10.11.9.28,502,1,62,1,62,0,0,359.931325,0,0,0
10.12.0.1,2771,10.11.9.28,502,1,62,1,62,0,0,360.474302,0,0,0
10.12.0.1,2772,10.11.9.28,502,2,124,2,124,0,0,360.904253,2.934328,338.0671827,0
10.12.0.1,2774,10.11.9.28,502,2,124,2,124,0,0,361.523154,2.918971,339.8457881,0
10.12.0.1,2776,10.11.9.28,502,1,62,1,62,0,0,362.943362,0,0,0
10.12.0.1,2777,10.11.9.28,502,1,62,1,62,0,0,363.912383,0,0,0
10.12.0.1,2778,10.11.9.28,502,2,124,2,124,0,0,363.978821,2.978246,333.0819549,0
10.12.0.1,2780,10.11.9.28,502,1,62,1,62,0,0,364.537742,0,0,0
10.12.0.1,2782,10.11.9.28,502,1,62,1,62,0,0,366.990664,0,0,0
10.12.0.1,2783,95.101.113.40,80,3,186,3,186,0,0,367.762506,9.053265,164.3605926,0
10.12.0.1,2789,10.11.9.28,502,2,124,2,124,0,0,390.482095,2.932524,338.2751514,0
10.12.0.1,2790,10.11.9.28,502,2,124,2,124,0,0,392.950137,2.878793,344.5888607,0
10.12.0.1,2791,10.11.9.28,502,1,62,1,62,0,0,393.494218,0,0,0
10.12.0.1,2792,10.11.9.28,502,2,124,2,124,0,0,393.924054,2.910866,340.7920529,0
10.12.0.1,2794,10.11.9.28,502,2,124,2,124,0,0,394.549547,2.989629,331.8137468,0
10.12.0.1,2796,10.11.9.28,502,1,62,1,62,0,0,395.963108,0,0,0
10.12.0.1,2797,10.11.9.28,502,1,62,1,62,0,0,396.932088,0,0,0
10.12.0.1,2798,10.11.9.28,502,1,62,1,62,0,0,396.997697,0,0,0
10.12.0.1,2800,10.11.9.28,502,1,62,1,62,0,0,397.557515,0,0,0
10.12.0.1,2803,10.11.9.28,502,1,62,1,62,0,0,400.010525,0,0,0
10.12.0.1,2807,10.11.9.28,502,2,124,2,124,0,0,423.501038,3.010574,329.5052704,0
10.12.0.1,2808,10.11.9.28,502,2,124,2,124,0,0,425.970008,2.855257,347.4293207,0
10.12.0.1,2809,10.11.9.28,502,1,62,1,62,0,0,426.513953,0,0,0
10.12.0.1,2810,10.11.9.28,502,2,124,2,124,0,0,426.944827,2.886417,343.6786854,0
10.12.0.1,2812,10.11.9.28,502,2,124,2,124,0,0,427.568601,2.966946,334.3505409,0
10.12.0.1,2814,10.11.9.28,502,1,62,1,62,0,0,428.982989,0,0,0
10.12.0.1,2816,10.11.9.28,502,1,62,1,62,0,0,429.951802,0,0,0
10.12.0.1,2817,10.11.9.28,502,1,62,1,62,0,0,430.017836,0,0,0
10.12.0.1,2819,10.11.9.28,502,1,62,1,62,0,0,430.577271,0,0,0
10.12.0.1,2821,10.11.9.28,502,1,62,1,62,0,0,433.030522,0,0,0
10.12.0.1,2824,10.11.9.28,502,2,124,2,124,0,0,456.5249,2.98307,332.5433195,0
10.12.0.1,2826,10.11.9.28,502,2,124,2,124,0,0,458.994713,2.927622,338.8415581,0
10.12.0.1,2827,10.11.9.28,502,1,62,1,62,0,0,459.533825,0,0,0
10.12.0.1,2829,10.11.9.28,502,2,124,2,124,0,0,459.963733,2.964654,334.6090303,0
10.12.0.1,2831,10.11.9.28,502,2,124,2,124,0,0,460.587237,2.944645,336.8827142,0
10.12.0.1,2833,10.11.9.28,502,1,62,1,62,0,0,462.002893,0,0,0
10.12.0.1,2834,10.11.9.28,502,1,62,1,62,0,0,462.971609,0,0,0
10.12.0.1,2835,10.11.9.28,502,2,124,2,124,0,0,463.036452,3.01144,329.4105146,0
10.12.0.1,2837,10.11.9.28,502,1,62,1,62,0,0,463.597086,0,0,0
10.12.0.1,2839,10.11.9.28,502,1,62,1,62,0,0,466.050338,0,0,0
10.12.0.1,2843,10.11.9.28,502,2,124,2,124,0,0,489.545542,2.958902,335.2594983,0
10.12.0.1,2845,10.11.9.28,502,1,62,1,62,0,0,492.010818,0,0,0
10.12.0.1,2846,10.11.9.28,502,1,62,1,62,0,0,492.553942,0,0,0
10.12.0.1,2847,10.11.9.28,502,1,62,1,62,0,0,492.984668,0,0,0
10.12.0.1,2849,10.11.9.28,502,1,62,1,62,0,0,493.609333,0,0,0
10.12.0.1,2851,10.11.9.28,502,1,62,1,62,0,0,495.022717,0,0,0
10.12.0.1,2852,10.11.9.28,502,1,62,1,62,0,0,495.991421,0,0,0
10.12.0.1,2853,10.11.9.28,502,2,124,2,124,0,0,496.059193,2.883493,344.027192,0
10.12.0.1,2855,10.11.9.28,502,1,62,1,62,0,0,496.616961,0,0,0
10.12.0.1,2858,10.11.9.28,502,1,62,1,62,0,0,499.070113,0,0,0
10.12.0.1,2862,10.11.9.28,502,2,124,2,124,0,0,522.561438,2.93929,337.4964702,0
10.12.0.1,2863,10.11.9.28,502,2,124,2,124,0,0,525.032678,2.983019,332.5490049,0
10.12.0.1,2864,10.11.9.28,502,1,62,1,62,0,0,525.573445,0,0,0
10.12.0.1,2865,10.11.9.28,502,2,124,2,124,0,0,526.00348,2.917602,340.0052509,0
10.12.0.1,2867,10.11.9.28,502,2,124,2,124,0,0,526.627856,2.997518,330.9404647,0
10.12.0.1,2869,10.11.9.28,502,1,62,1,62,0,0,528.042472,0,0,0
10.12.0.1,2870,10.11.9.28,502,1,62,1,62,0,0,529.011327,0,0,0
10.12.0.1,2871,10.11.9.28,502,2,124,2,124,0,0,529.07636,2.86267,346.5296384,0
10.12.0.1,2873,10.11.9.28,502,1,62,1,62,0,0,529.636826,0,0,0
10.12.0.1,2876,10.11.9.28,502,1,62,1,62,0,0,532.089837,0,0,0
10.12.0.1,2880,10.11.9.28,502,1,62,1,62,0,0,555.586206,0,0,0
10.12.0.1,2881,10.11.9.28,502,2,124,2,124,0,0,558.052378,2.959763,335.1619707,0
10.12.0.1,2882,10.11.9.28,502,1,62,1,62,0,0,558.593244,0,0,0
10.12.0.1,2883,10.11.9.28,502,1,62,1,62,0,0,559.023073,0,0,0
10.12.0.1,2885,10.11.9.28,502,2,124,2,124,0,0,559.64882,2.972883,333.6828257,0
10.12.0.1,2888,10.11.9.28,502,1,62,1,62,0,0,561.06241,0,0,0
10.12.0.1,2889,10.11.9.28,502,1,62,1,62,0,0,562.031439,0,0,0
10.12.0.1,2890,10.11.9.28,502,2,124,2,124,0,0,562.09994,2.936227,337.8485383,0
10.12.0.1,2892,10.11.9.28,502,1,62,1,62,0,0,562.656551,0,0,0
10.12.0.1,2894,10.11.9.28,502,1,62,1,62,0,0,565.10967,0,0,0
10.12.0.1,2899,10.11.9.28,502,2,124,2,124,0,0,588.599303,2.994845,331.2358403,0
10.12.0.1,2901,10.11.9.28,502,2,124,2,124,0,0,591.073109,2.935421,337.9413038,0
10.12.0.1,2902,10.11.9.28,502,1,62,1,62,0,0,591.613024,0,0,0
10.12.0.1,2903,10.11.9.28,502,2,124,2,124,0,0,592.043072,2.971491,333.83914,0
10.12.0.1,2905,10.11.9.28,502,2,124,2,124,0,0,592.667026,2.951015,336.1555261,0
10.12.0.1,2907,10.11.9.28,502,1,62,1,62,0,0,594.082324,0,0,0
10.12.0.1,2908,10.11.9.28,502,1,62,1,62,0,0,595.05125,0,0,0
10.12.0.1,2909,10.11.9.28,502,1,62,1,62,0,0,595.116725,0,0,0
10.12.0.1,2911,10.11.9.28,502,1,62,1,62,0,0,595.676455,0,0,0
10.12.0.1,2913,10.11.9.28,502,1,62,1,62,0,0,598.129675,0,0,0
10.12.0.1,2917,10.11.9.28,502,2,124,2,124,0,0,621.620123,2.970444,333.9568092,0
10.12.0.1,2918,10.11.9.28,502,1,62,1,62,0,0,624.091168,0,0,0
10.12.0.1,2919,10.11.9.28,502,1,62,1,62,0,0,624.632889,0,0,0
10.12.0.1,2920,10.11.9.28,502,2,124,2,124,0,0,625.055038,2.955826,335.6083883,0
10.12.0.1,2922,10.11.9.28,502,2,124,2,124,0,0,625.682545,2.93192,338.3448389,0
10.12.0.1,2925,10.11.9.28,502,1,62,1,62,0,0,627.101916,0,0,0
10.12.0.1,2926,10.11.9.28,502,1,62,1,62,0,0,628.070928,0,0,0
10.12.0.1,2927,10.11.9.28,502,2,124,2,124,0,0,628.136535,2.992958,331.4446778,0
10.12.0.1,2929,10.11.9.28,502,1,62,1,62,0,0,628.69619,0,0,0
10.12.0.1,2932,10.11.9.28,502,1,62,1,62,0,0,631.149722,0,0,0
10.12.0.1,2935,10.11.9.28,502,2,124,2,124,0,0,654.636963,2.95003,336.2677668,0
10.12.0.1,2936,10.11.9.28,502,2,124,2,124,0,0,657.11074,2.99113,331.647237,0
10.12.0.1,2937,10.11.9.28,502,1,62,1,62,0,0,657.652689,0,0,0
10.12.0.1,2938,10.11.9.28,502,2,124,2,124,0,0,658.082642,2.924581,339.1938879,0
10.12.0.1,2940,10.11.9.28,502,2,124,2,124,0,0,658.710109,3.001324,330.5207968,0
10.12.0.1,2943,10.11.9.28,502,1,62,1,62,0,0,660.121861,0,0,0
10.12.0.1,2944,10.11.9.28,502,1,62,1,62,0,0,661.090917,0,0,0
10.12.0.1,2945,10.11.9.28,502,2,124,2,124,0,0,661.156304,2.969531,334.0594862,0
10.12.0.1,2947,10.11.9.28,502,1,62,1,62,0,0,661.71603,0,0,0
10.12.0.1,2949,10.11.9.28,502,1,62,1,62,0,0,664.169169,0,0,0
10.12.0.1,2954,10.11.9.28,502,2,124,2,124,0,0,687.656801,2.926413,338.981545,0
10.12.0.1,2956,10.11.9.28,502,2,124,2,124,0,0,690.129612,2.968671,334.1562605,0
10.12.0.1,2957,10.11.9.28,502,1,62,1,62,0,0,690.672528,0,0,0
10.12.0.1,2958,10.11.9.28,502,1,62,1,62,0,0,691.103085,0,0,0
10.12.0.1,2960,10.11.9.28,502,2,124,2,124,0,0,691.729036,2.979855,332.9021043,0
10.12.0.1,2962,10.11.9.28,502,1,62,1,62,0,0,693.141567,0,0,0
10.12.0.1,2963,10.11.9.28,502,1,62,1,62,0,0,694.110484,0,0,0
10.12.0.1,2964,10.11.9.28,502,2,124,2,124,0,0,694.175221,2.946973,336.6165893,0
10.12.0.1,2966,10.11.9.28,502,1,62,1,62,0,0,694.735952,0,0,0
10.12.0.1,2968,10.11.9.28,502,1,62,1,62,0,0,697.189016,0,0,0
10.12.0.1,2972,10.11.9.28,502,2,124,2,124,0,0,720.676635,3.003594,330.271002,0
10.12.0.1,2973,10.11.9.28,502,1,62,1,62,0,0,723.15568,0,0,0
10.12.0.1,2974,10.11.9.28,502,1,62,1,62,0,0,723.692311,0,0,0
10.12.0.1,2975,10.11.9.28,502,2,124,2,124,0,0,724.122381,2.978255,333.0809484,0
10.12.0.1,2977,10.11.9.28,502,2,124,2,124,0,0,724.747787,2.956443,335.5383479,0
10.12.0.1,2979,10.11.9.28,502,1,62,1,62,0,0,726.161454,0,0,0
10.12.0.1,2981,10.11.9.28,502,1,62,1,62,0,0,727.130522,0,0,0
10.12.0.1,2982,10.11.9.28,502,2,124,2,124,0,0,727.196006,2.922559,339.4285624,0
10.12.0.1,2984,10.11.9.28,502,1,62,1,62,0,0,727.755814,0,0,0
10.12.0.1,2987,10.11.9.28,502,1,62,1,62,0,0,730.208824,0,0,0
10.12.0.1,2990,10.11.9.28,502,2,124,2,124,0,0,753.701203,2.874927,345.0522396,0
10.12.0.1,2991,10.11.9.28,502,1,62,1,62,0,0,756.171243,0,0,0
10.12.0.1,2992,10.11.9.28,502,1,62,1,62,0,0,756.712136,0,0,0
10.12.0.1,2993,10.11.9.28,502,2,124,2,124,0,0,757.142106,2.954854,335.7187868,0
10.12.0.1,2995,10.11.9.28,502,1,62,1,62,0,0,757.769656,0,0,0
10.12.0.1,2998,10.11.9.28,502,1,62,1,62,0,0,759.181284,0,0,0
10.12.0.1,3000,10.11.9.28,502,1,62,1,62,0,0,760.15013,0,0,0
10.12.0.1,3001,10.11.9.28,502,2,124,2,124,0,0,760.215909,2.9997,330.6997366,0
10.12.0.1,3003,10.11.9.28,502,1,62,1,62,0,0,760.775674,0,0,0
10.12.0.1,3005,10.11.9.28,502,1,62,1,62,0,0,763.228794,0,0,0
10.12.0.1,3008,10.11.9.28,502,2,124,2,124,0,0,786.716183,2.85638,347.2927272,0
10.12.0.1,3010,10.11.9.28,502,1,62,1,62,0,0,789.193038,0,0,0
10.12.0.1,3011,10.11.9.28,502,1,62,1,62,0,0,789.732005,0,0,0
10.12.0.1,3013,10.11.9.28,502,2,124,2,124,0,0,790.163869,2.929538,338.6199462,0
10.12.0.1,3015,10.11.9.28,502,1,62,1,62,0,0,790.789661,0,0,0
10.12.0.1,3017,10.11.9.28,502,1,62,1,62,0,0,792.201065,0,0,0
10.12.0.1,3018,10.11.9.28,502,1,62,1,62,0,0,793.169995,0,0,0
10.12.0.1,3019,10.11.9.28,502,2,124,2,124,0,0,793.238508,2.973505,333.6130257,0
10.12.0.1,3021,10.11.9.28,502,1,62,1,62,0,0,793.795454,0,0,0
10.12.0.1,3023,10.11.9.28,502,1,62,1,62,0,0,796.248547,0,0,0
10.12.0.1,3027,10.11.9.28,502,1,62,1,62,0,0,819.743936,0,0,0
10.12.0.1,3029,10.11.9.28,502,2,124,2,124,0,0,822.214992,2.86888,345.7795377,0
10.12.0.1,3030,10.11.9.28,502,1,62,1,62,0,0,822.751971,0,0,0
10.12.0.1,3031,10.11.9.28,502,2,124,2,124,0,0,823.181815,2.907985,341.1296826,0
10.12.0.1,3033,10.11.9.28,502,2,124,2,124,0,0,823.806307,2.987662,332.0322044,0
10.12.0.1,3035,10.11.9.28,502,1,62,1,62,0,0,825.22102,0,0,0
10.12.0.1,3036,10.11.9.28,502,1,62,1,62,0,0,826.190208,0,0,0
10.12.0.1,3037,10.11.9.28,502,1,62,1,62,0,0,826.256437,0,0,0
10.12.0.1,3039,10.11.9.28,502,1,62,1,62,0,0,826.815279,0,0,0
10.12.0.1,3042,10.11.9.28,502,1,62,1,62,0,0,829.268362,0,0,0
10.12.0.1,3047,10.11.9.28,502,2,124,2,124,0,0,852.760719,3.005675,330.0423366,0
10.12.0.1,3048,10.11.9.28,502,2,124,2,124,0,0,855.227913,2.852308,347.7885277,0
10.12.0.1,3049,10.11.9.28,502,1,62,1,62,0,0,855.771605,0,0,0
10.12.0.1,3050,10.11.9.28,502,2,124,2,124,0,0,856.20281,2.883398,344.0385268,0
10.12.0.1,3052,10.11.9.28,502,2,124,2,124,0,0,856.828468,2.861304,346.6950733,0
10.12.0.1,3055,10.11.9.28,502,1,62,1,62,0,0,858.240936,0,0,0
10.12.0.1,3056,10.11.9.28,502,1,62,1,62,0,0,859.209651,0,0,0
10.12.0.1,3057,10.11.9.28,502,1,62,1,62,0,0,859.276348,0,0,0
10.12.0.1,3059,10.11.9.28,502,1,62,1,62,0,0,859.835036,0,0,0
10.12.0.1,3062,10.11.9.28,502,1,62,1,62,0,0,862.288115,0,0,0
10.12.0.1,3065,10.11.9.28,502,2,124,2,124,0,0,885.778551,2.984247,332.4121629,0
10.12.0.1,3067,10.11.9.28,502,2,124,2,124,0,0,888.253652,2.923484,339.3211661,0
10.12.0.1,3068,10.11.9.28,502,1,62,1,62,0,0,888.791526,0,0,0
10.12.0.1,3069,10.11.9.28,502,2,124,2,124,0,0,889.216542,2.866031,346.1232624,0
10.12.0.1,3071,10.11.9.28,502,2,124,2,124,0,0,889.844275,2.942402,337.1395207,0
10.12.0.1,3074,10.11.9.28,502,1,62,1,62,0,0,891.260605,0,0,0
10.12.0.1,3075,10.11.9.28,502,1,62,1,62,0,0,892.22943,0,0,0
10.12.0.1,3076,10.11.9.28,502,2,124,2,124,0,0,892.29512,3.006522,329.9493568,0
10.12.0.1,3078,10.11.9.28,502,1,62,1,62,0,0,892.854846,0,0,0
10.12.0.1,3080,10.11.9.28,502,1,62,1,62,0,0,895.308017,0,0,0
10.12.0.2,2489,10.11.9.28,502,2,124,2,124,0,0,0.374283,2.918164,339.9397703,0
10.12.0.2,2486,10.11.9.28,502,1,62,1,62,0,0,1.481831,0,0,0
10.12.0.2,2490,10.11.9.28,502,1,62,1,62,0,0,1.566383,0,0,0
10.12.0.2,2491,10.11.9.28,502,2,124,2,124,0,0,1.936928,2.964891,334.5822831,0
10.12.0.2,2487,10.11.9.28,502,1,62,1,62,0,0,2.688907,0,0,0
10.12.0.2,2492,10.11.9.28,502,1,62,1,62,0,0,2.726129,0,0,0
10.12.0.2,2488,10.11.9.28,502,1,62,1,62,0,0,2.789504,0,0,0
10.12.0.2,2493,10.11.9.28,502,1,62,1,62,0,0,2.86329,0,0,0
10.12.0.2,2494,10.11.9.28,502,1,62,1,62,0,0,3.378913,0,0,0
10.12.0.2,2495,10.11.9.28,502,1,62,1,62,0,0,4.941471,0,0,0
10.12.0.2,2503,10.11.9.28,502,2,124,2,124,0,0,31.572572,3.002346,330.4082874,0
10.12.0.2,2504,10.11.9.28,502,2,124,2,124,0,0,32.738097,2.943243,337.0431867,0
10.12.0.2,2505,10.11.9.28,502,1,62,1,62,0,0,32.872978,0,0,0
10.12.0.2,2506,10.11.9.28,502,2,124,2,124,0,0,33.387598,2.997814,330.9077881,0
10.12.0.2,2507,10.11.9.28,502,1,62,1,62,0,0,34.58234,0,0,0
10.12.0.2,2508,10.11.9.28,502,1,62,1,62,0,0,34.944389,0,0,0
10.12.0.2,2509,10.11.9.28,502,1,62,1,62,0,0,35.738533,0,0,0
10.12.0.2,2510,10.11.9.28,502,1,62,1,62,0,0,35.879116,0,0,0
10.12.0.2,2511,10.11.9.28,502,1,62,1,62,0,0,36.394771,0,0,0
10.12.0.2,2512,10.11.9.28,502,1,62,1,62,0,0,37.957348,0,0,0
10.12.0.2,2518,10.11.9.28,502,2,124,2,124,0,0,64.587325,2.980023,332.8833368,0
10.12.0.2,2519,10.11.9.28,502,2,124,2,124,0,0,65.740176,2.93352,338.1602989,0
10.12.0.2,2520,10.11.9.28,502,2,124,2,124,0,0,65.883738,2.991164,331.6434672,0
10.12.0.2,2521,10.11.9.28,502,2,124,2,124,0,0,66.401632,2.976208,333.3100375,0
10.12.0.2,2522,10.11.9.28,502,1,62,1,62,0,0,67.59787,0,0,0
10.12.0.2,2523,10.11.9.28,502,1,62,1,62,0,0,67.970194,0,0,0
10.12.0.2,2525,10.11.9.28,502,1,62,1,62,0,0,68.754236,0,0,0
10.12.0.2,2526,10.11.9.28,502,1,62,1,62,0,0,68.894803,0,0,0
10.12.0.2,2527,10.11.9.28,502,1,62,1,62,0,0,69.410449,0,0,0
10.12.0.2,2528,10.11.9.28,502,1,62,1,62,0,0,70.97292,0,0,0
10.12.0.2,2533,10.11.9.28,502,2,124,2,124,0,0,97.603854,2.955851,335.6055498,0
10.12.0.2,2535,10.11.9.28,502,2,124,2,124,0,0,98.75593,3.010746,329.4864462,0
10.12.0.2,2536,10.11.9.28,502,2,124,2,124,0,0,98.897545,2.969805,334.0286652,0
10.12.0.2,2537,10.11.9.28,502,2,124,2,124,0,0,99.417214,2.953033,335.9258092,0
10.12.0.2,2538,10.11.9.28,502,1,62,1,62,0,0,100.613756,0,0,0
10.12.0.2,2539,10.11.9.28,502,2,124,2,124,0,0,100.97504,3.004588,330.1617393,0
10.12.0.2,2540,10.11.9.28,502,1,62,1,62,0,0,101.769973,0,0,0
10.12.0.2,2541,10.11.9.28,502,1,62,1,62,0,0,101.910599,0,0,0
10.12.0.2,2542,10.11.9.28,502,1,62,1,62,0,0,102.426278,0,0,0
10.12.0.2,2543,10.11.9.28,502,1,62,1,62,0,0,103.988902,0,0,0
10.12.0.2,2550,10.11.9.28,502,2,124,2,124,0,0,130.61956,2.932477,338.280573,0
10.12.0.2,2551,10.11.9.28,502,2,124,2,124,0,0,131.776866,2.982212,332.6389941,0
10.12.0.2,2552,10.11.9.28,502,2,124,2,124,0,0,131.918405,2.941229,337.2739763,0
10.12.0.2,2553,10.11.9.28,502,2,124,2,124,0,0,132.438187,2.924482,339.2053704,0
10.12.0.2,2554,10.11.9.28,502,1,62,1,62,0,0,133.629839,0,0,0
10.12.0.2,2555,10.11.9.28,502,2,124,2,124,0,0,133.999377,2.972675,333.7061737,0
10.12.0.2,2556,10.11.9.28,502,1,62,1,62,0,0,134.785948,0,0,0
10.12.0.2,2557,10.11.9.28,502,1,62,1,62,0,0,134.926556,0,0,0
10.12.0.2,2558,10.11.9.28,502,1,62,1,62,0,0,135.442067,0,0,0
10.12.0.2,2559,10.11.9.28,502,1,62,1,62,0,0,137.004613,0,0,0
10.12.0.2,2565,10.11.9.28,502,2,124,2,124,0,0,163.634049,3.011056,329.4525243,0
10.12.0.2,2566,10.11.9.28,502,2,124,2,124,0,0,164.787927,2.963676,334.7194498,0
10.12.0.2,2567,10.11.9.28,502,2,124,2,124,0,0,164.931171,2.920983,339.6116992,0
10.12.0.2,2568,10.11.9.28,502,2,124,2,124,0,0,165.450736,3.004864,330.1314136,0
10.12.0.2,2569,10.11.9.28,502,1,62,1,62,0,0,166.645535,0,0,0
10.12.0.2,2570,10.11.9.28,502,2,124,2,124,0,0,167.015322,2.949146,336.3685623,0
10.12.0.2,2571,10.11.9.28,502,1,62,1,62,0,0,167.801697,0,0,0
10.12.0.2,2572,10.11.9.28,502,1,62,1,62,0,0,167.942432,0,0,0
10.12.0.2,2573,10.11.9.28,502,1,62,1,62,0,0,168.457937,0,0,0
10.12.0.2,2574,10.11.9.28,502,1,62,1,62,0,0,170.020601,0,0,0
10.12.0.2,2580,10.11.9.28,502,2,124,2,124,0,0,196.653321,2.883522,344.0237321,0
10.12.0.2,2581,10.11.9.28,502,2,124,2,124,0,0,197.809395,2.934617,338.0338899,0
10.12.0.2,2582,10.11.9.28,502,2,124,2,124,0,0,197.950992,2.994118,331.3162674,0
10.12.0.2,2583,10.11.9.28,502,2,124,2,124,0,0,198.459854,2.988237,331.9683144,0
10.12.0.2,2584,10.11.9.28,502,1,62,1,62,0,0,199.661388,0,0,0
10.12.0.2,2585,10.11.9.28,502,2,124,2,124,0,0,200.031424,2.92544,339.0942901,0
10.12.0.2,2586,10.11.9.28,502,1,62,1,62,0,0,200.817657,0,0,0
10.12.0.2,2587,10.11.9.28,502,1,62,1,62,0,0,200.958626,0,0,0
10.12.0.2,2588,10.11.9.28,502,1,62,1,62,0,0,201.47396,0,0,0
10.12.0.2,2589,10.11.9.28,502,1,62,1,62,0,0,203.036401,0,0,0
10.12.0.2,2595,10.11.9.28,502,2,124,2,124,0,0,229.672136,2.957871,335.3763568,0
10.12.0.2,2596,10.11.9.28,502,2,124,2,124,0,0,230.819951,2.916402,340.1451515,0
10.12.0.2,2597,10.11.9.28,502,2,124,2,124,0,0,230.962076,2.874868,345.059321,0
10.12.0.2,2598,10.11.9.28,502,2,124,2,124,0,0,231.481092,2.959376,335.2058001,0
10.12.0.2,2599,10.11.9.28,502,1,62,1,62,0,0,232.678983,0,0,0
10.12.0.2,2600,10.11.9.28,502,2,124,2,124,0,0,233.041066,3.008903,329.6882618,0
10.12.0.2,2601,10.11.9.28,502,1,62,1,62,0,0,233.833425,0,0,0
10.12.0.2,2602,10.11.9.28,502,1,62,1,62,0,0,233.974096,0,0,0
10.12.0.2,2603,10.11.9.28,502,1,62,1,62,0,0,234.489654,0,0,0
10.12.0.2,2604,10.11.9.28,502,1,62,1,62,0,0,236.052289,0,0,0
10.12.0.2,2610,10.11.9.28,502,2,124,2,124,0,0,262.682209,2.940152,337.3975223,0
10.12.0.2,2611,10.11.9.28,502,2,124,2,124,0,0,263.844311,2.985088,332.3185112,0
10.12.0.2,2612,10.11.9.28,502,2,124,2,124,0,0,263.985899,2.843496,348.8663251,0
10.12.0.2,2613,10.11.9.28,502,2,124,2,124,0,0,264.493903,2.838383,349.4947652,0
10.12.0.2,2614,10.11.9.28,502,1,62,1,62,0,0,265.693025,0,0,0
10.12.0.2,2615,10.11.9.28,502,2,124,2,124,0,0,266.061884,2.980476,332.8327422,0
